IQ,CGPA,Communication_Skills,Projects_Completed
93,6.09,5,1
86,8.77,6,4
99,6.76,1,0
87,6.39,6,3
108,9.4,1,5
73,8.53,5,0
94,9.08,9,2
104,8.21,5,1
102,8.96,3,3
140,9.47,4,1
105,4.92,3,4
84,8.91,4,1
98,8.43,10,0
73,5.17,6,0
98,7.47,3,1
87,5.71,5,4
113,8.27,7,4
91,8.09,1,3
98,9.58,3,0
90,5.42,6,1
126,7.76,10,3
95,5.65,2,2
127,7.66,8,3
112,8.8,7,5
107,8.32,2,2
105,9.51,5,2
105,9.29,4,3
71,5.35,2,0
95,6.65,4,3
112,8.63,9,3
99,7.44,10,5
78,5.58,2,0
99,8.14,10,0
125,6.97,10,5
118,6.52,6,0
99,9.08,4,0
114,7.19,8,5
94,4.91,4,0
74,5.59,9,5
86,9.45,10,0
123,9.95,3,3
95,8.36,7,5
96,7.28,5,1
95,9.46,1,1
128,8.39,3,1
124,9.03,9,3
133,9.07,9,0
97,6.45,5,2
104,6.94,5,0
77,6.24,4,4
122,6.39,4,0
82,8.73,4,5
103,9.58,2,5
83,8.82,7,1
91,7.03,3,0
87,5.12,1,0
90,5.74,10,5
91,6.96,3,4
91,7.21,9,2
112,8.35,9,2
83,5.06,10,1
103,9.69,7,5
118,6.53,1,2
92,9.14,6,1
89,8.03,10,3
96,5.21,1,4
117,8.71,2,0
102,8.94,3,4
92,7.26,6,2
107,7.7,7,5
83,5.15,8,0
110,8.39,9,4
106,9.44,7,4
95,5.07,6,5
87,6.4,5,5
86,9.69,10,1
108,6.6,2,5
118,8.41,8,5
90,7.67,5,5
106,8.0,10,3
68,7.22,2,4
91,6.69,3,5
99,5.39,10,0
86,8.81,10,3
85,8.39,7,3
89,8.06,10,5
104,7.98,8,0
97,6.64,5,3
66,5.37,10,2
68,9.09,8,3
90,7.21,10,1
106,6.14,10,3
58,5.91,6,4
92,5.7,2,5
92,6.35,2,3
120,9.32,8,1
94,9.54,4,1
105,9.3,8,5
102,9.84,9,3
68,9.65,6,2
111,7.92,9,3
103,5.67,6,0
107,8.81,3,1
158,5.89,8,3
68,6.17,1,2
125,6.17,6,2
95,7.35,3,2
104,6.55,10,4
99,5.64,10,4
93,7.51,3,4
91,9.47,9,5
104,8.0,7,0
77,9.1,2,0
111,5.81,6,5
93,5.35,4,3
83,7.49,10,4
93,7.09,7,4
118,7.87,4,0
91,9.07,7,2
105,9.26,6,2
89,9.31,8,5
111,7.31,7,5
110,5.65,9,5
127,7.92,4,1
97,5.69,9,5
110,6.84,5,3
101,5.65,9,3
119,6.8,4,4
89,5.15,3,0
111,5.07,7,3
97,8.69,4,2
99,8.33,5,0
101,8.76,3,4
103,8.33,6,5
98,5.95,4,4
103,6.41,1,3
123,5.3,2,3
114,9.55,8,5
113,8.51,4,1
93,5.56,10,5
86,6.34,2,5
114,9.94,4,3
113,8.08,7,3
122,8.77,2,2
90,6.55,6,2
96,6.32,1,0
75,9.34,3,3
94,8.51,9,3
114,8.68,5,4
93,8.01,8,2
109,7.58,1,4
97,8.49,4,3
104,6.33,3,2
82,6.28,10,3
101,9.16,9,1
55,6.51,7,5
97,7.34,3,4
75,8.14,1,2
118,9.96,5,2
111,7.41,10,3
107,7.47,3,3
122,9.26,2,0
85,9.0,3,0
126,8.54,5,4
113,7.01,5,2
96,6.27,10,3
117,8.33,8,4
83,9.35,4,2
87,9.71,2,3
90,5.74,8,0
92,6.83,8,2
84,7.33,10,3
118,9.83,8,4
96,8.31,1,4
105,7.08,9,1
91,5.61,4,2
72,8.14,4,4
104,5.88,8,2
71,8.7,8,4
98,8.4,6,2
79,6.88,4,2
129,6.91,3,2
113,9.43,5,1
101,6.58,8,0
118,6.25,7,5
87,10.1,8,2
108,9.49,1,0
102,8.76,4,5
103,6.33,9,0
119,5.7,6,0
110,5.08,10,4
104,6.47,8,3
75,8.46,8,5
85,6.58,5,0
98,8.82,8,2
101,6.64,4,3
83,7.47,6,4
136,9.94,7,1
122,5.81,6,0
109,6.55,6,0
101,6.33,8,4
96,5.15,5,2
85,7.77,8,5
101,6.69,9,5
103,8.95,4,5
81,9.29,3,2
105,7.39,5,3
97,5.14,10,3
71,8.06,10,2
87,5.27,5,1
93,8.12,7,2
128,7.96,3,1
108,6.18,10,4
79,9.09,9,5
107,9.85,6,1
76,9.39,10,5
116,6.26,9,4
92,7.48,1,5
98,9.77,2,5
119,7.08,10,0
80,9.05,2,2
79,4.81,8,3
91,4.68,4,0
115,8.59,7,3
77,8.64,4,1
57,8.86,4,2
93,9.81,8,2
108,5.36,10,2
118,5.71,4,0
93,9.39,3,4
93,6.25,10,1
117,8.41,9,0
71,8.11,3,0
94,5.42,5,4
102,6.21,1,3
106,7.29,9,3
92,9.45,6,2
100,8.58,5,0
62,8.21,4,4
90,7.74,8,4
106,6.72,2,3
85,5.14,10,4
100,7.35,5,3
106,5.17,8,3
94,5.95,1,5
102,7.2,3,0
85,7.2,7,5
96,4.87,10,1
109,7.87,5,5
102,7.59,10,2
91,5.24,9,1
103,9.31,1,4
110,5.16,7,5
69,8.93,10,1
117,4.87,6,1
94,9.8,10,3
106,4.81,4,0
117,8.71,10,4
79,6.62,10,2
89,8.98,6,3
95,6.56,10,2
88,5.05,9,0
126,8.55,9,1
87,5.85,2,5
91,9.68,9,1
103,4.89,2,0
81,7.17,6,4
94,8.29,7,3
104,6.59,9,1
95,6.39,6,5
98,8.8,8,0
92,9.05,10,3
77,9.44,3,3
104,6.93,10,0
126,7.29,6,1
100,6.63,2,4
103,6.44,1,1
110,8.41,6,1
80,6.82,3,1
125,7.49,5,5
103,6.64,6,1
124,8.96,10,5
89,9.17,6,5
127,8.18,10,2
111,7.47,7,0
108,8.96,7,4
103,7.8,6,5
96,5.6,1,4
118,5.95,8,2
102,4.87,10,4
70,7.68,4,2
83,9.19,1,2
97,7.01,10,5
104,6.6,2,4
99,9.84,3,4
118,8.74,6,1
70,8.71,2,5
102,6.5,2,2
72,5.46,6,3
111,4.77,4,0
98,5.86,5,1
106,6.56,8,5
87,7.62,3,2
119,5.26,5,5
115,6.01,1,1
108,5.75,10,1
98,7.75,4,5
108,8.49,5,5
89,7.64,4,0
112,6.1,9,4
124,6.56,8,4
116,5.88,2,5
89,5.85,9,0
105,9.63,2,5
80,10.28,6,1
108,7.77,2,2
106,9.91,6,4
71,8.12,6,3
82,5.33,7,5
95,9.85,10,5
95,5.69,5,2
81,8.16,3,1
105,5.78,2,3
103,7.41,4,2
97,7.75,1,0
88,7.5,2,3
115,5.92,8,5
124,6.56,5,1
92,7.03,5,5
90,9.51,3,3
107,9.36,1,0
94,7.29,6,4
97,5.87,1,4
111,9.22,4,5
71,5.63,4,4
119,5.9,3,0
101,7.06,4,5
93,9.21,6,2
98,5.36,6,0
99,5.92,6,3
74,7.78,6,2
122,6.38,4,4
100,7.87,7,5
106,7.46,7,0
114,7.18,2,1
84,5.48,6,4
107,6.2,5,1
95,8.76,10,5
112,9.52,1,2
68,6.56,3,4
98,5.76,9,5
90,5.65,9,0
106,7.88,10,1
107,8.35,9,0
89,7.21,10,4
89,8.29,5,0
98,8.77,6,4
86,9.33,9,3
112,5.58,4,0
94,6.01,4,3
56,5.11,9,1
94,9.33,7,5
84,9.16,6,0
75,7.38,10,0
81,5.56,6,1
101,6.41,5,0
119,6.21,4,4
104,8.05,3,3
90,6.09,7,2
106,5.14,5,4
93,8.62,2,2
89,6.68,3,1
82,7.69,5,1
73,5.28,9,0
94,8.91,6,4
102,7.4,2,5
98,9.77,8,2
93,7.43,6,3
85,9.92,6,5
109,9.28,8,4
80,8.22,7,5
111,9.7,5,1
84,7.06,9,4
88,6.41,1,3
77,5.24,4,4
92,8.22,10,0
114,8.71,9,5
107,8.39,2,3
114,6.22,3,2
107,7.02,3,1
83,5.63,6,4
95,8.3,3,3
88,5.83,3,0
119,9.79,5,0
82,6.04,3,2
113,6.4,5,1
113,9.28,3,0
127,7.18,2,1
93,5.53,8,3
110,7.82,3,4
134,5.37,6,2
90,9.43,2,0
76,8.34,1,4
71,5.9,8,0
110,7.56,3,2
71,5.03,2,0
94,8.68,2,2
106,9.93,5,4
102,9.45,6,3
106,7.17,2,2
103,6.36,6,3
119,5.17,1,1
85,8.74,9,4
89,8.0,4,2
88,7.53,5,4
112,9.23,3,5
113,6.11,6,3
106,4.9,1,3
117,5.4,7,4
82,6.23,8,4
125,5.28,3,5
122,7.74,2,3
111,6.73,4,5
126,5.47,8,5
75,8.71,8,4
92,6.18,8,5
88,8.24,2,3
110,6.56,4,1
84,7.18,10,3
111,9.59,1,5
120,5.68,7,0
110,7.29,10,3
104,9.3,6,1
85,8.18,7,3
87,5.89,10,4
118,7.39,5,5
111,8.29,6,1
99,9.82,6,2
93,4.75,6,3
69,5.01,9,4
83,6.45,4,2
128,6.01,2,2
80,6.67,9,2
102,5.62,10,0
115,6.12,7,5
81,5.28,5,4
102,9.99,6,0
114,6.0,7,4
100,6.02,5,4
143,5.94,5,5
74,9.8,6,1
115,8.44,8,2
97,8.64,2,3
111,5.65,10,1
106,9.67,9,3
89,7.43,10,5
103,6.4,5,2
72,7.92,4,4
109,9.61,8,5
104,8.94,4,1
109,9.37,2,0
115,10.05,5,4
105,5.92,5,5
102,6.72,4,0
86,5.2,3,4
89,9.0,5,4
117,5.64,9,2
121,9.23,9,1
96,6.7,9,5
100,7.33,6,5
86,4.92,8,5
117,6.51,1,3
109,9.07,1,2
129,5.24,7,3
86,7.26,5,4
94,5.14,2,0
103,6.6,4,3
109,5.98,4,0
96,6.3,6,3
86,9.06,8,0
113,7.09,3,2
110,6.31,7,3
86,8.43,2,2
120,6.06,9,2
117,6.53,7,0
102,8.12,1,3
101,6.43,4,3
108,8.8,2,1
87,7.01,10,0
100,8.82,5,3
67,9.99,9,4
113,5.66,3,1
76,6.35,5,3
122,6.44,10,0
95,5.58,2,5
96,8.81,4,4
90,8.64,2,3
95,7.43,8,2
121,8.04,7,2
62,5.54,7,4
119,8.12,7,4
105,9.34,9,4
81,7.79,2,4
83,6.18,6,0
125,7.9,4,2
85,7.24,10,3
82,7.29,6,3
117,7.68,9,2
105,6.79,1,3
85,9.04,2,5
103,9.34,6,2
84,5.35,7,5
116,9.45,3,5
115,7.36,1,1
107,8.6,7,2
105,9.78,2,3
126,7.36,6,1
99,9.61,4,3
82,6.18,10,0
106,6.1,4,5
131,8.23,9,3
84,9.24,7,1
94,9.15,1,2
106,8.68,4,3
99,8.09,10,2
85,6.91,6,3
116,9.7,2,4
134,6.35,4,5
102,9.21,2,3
86,7.23,1,5
76,8.38,1,4
103,6.83,9,3
116,9.74,9,3
107,8.19,4,4
99,9.28,8,5
91,4.89,10,5
83,8.31,7,0
112,8.79,5,2
113,8.98,10,1
76,9.78,2,5
123,4.58,9,5
108,4.7,7,3
120,7.35,4,1
79,5.02,10,0
79,9.78,2,3
97,6.39,2,4
107,6.87,3,4
126,5.47,6,3
110,7.11,1,4
96,6.46,5,0
84,5.13,10,2
118,7.02,3,2
85,6.6,7,0
124,10.0,7,4
95,6.22,10,2
123,7.45,5,4
110,9.95,9,4
97,9.37,10,1
92,9.98,8,5
94,9.5,9,2
106,7.58,6,4
101,8.57,8,1
91,5.08,10,0
97,6.8,2,5
101,8.71,5,2
68,7.17,8,0
106,8.27,2,0
85,8.68,2,5
82,6.14,3,5
74,9.77,2,3
73,7.41,4,2
79,6.43,4,0
89,9.36,1,5
129,6.68,6,0
92,8.71,7,0
102,8.06,7,4
106,6.6,5,2
101,8.64,4,2
98,7.75,2,2
82,6.84,5,2
121,5.36,4,2
127,9.12,8,0
74,4.93,10,1
84,9.5,1,3
95,6.69,7,2
85,8.33,5,4
107,9.65,10,1
89,5.81,5,4
132,7.58,1,0
117,8.84,9,5
103,8.31,7,3
115,7.56,2,0
116,8.19,5,0
91,8.47,8,5
87,8.97,7,2
101,8.53,2,5
112,6.34,7,5
102,9.83,6,4
76,7.65,8,2
87,4.97,9,0
98,6.77,7,3
98,5.79,8,1
129,5.76,10,0
79,6.86,7,0
107,5.63,7,0
122,8.73,1,4
134,5.82,5,1
93,5.75,10,3
107,5.58,5,0
108,5.71,4,1
102,6.46,1,0
98,8.34,7,5
106,9.42,8,1
62,9.32,5,1
110,9.86,4,4
101,5.76,9,4
96,6.56,3,1
130,4.91,3,2
89,9.08,4,0
93,5.78,7,4
129,7.66,2,5
87,5.76,8,1
91,5.75,2,5
97,10.34,4,2
112,9.0,2,1
103,8.79,9,3
80,7.41,4,1
92,9.66,5,3
90,8.54,9,4
98,9.35,2,4
106,6.21,4,1
106,8.26,6,4
73,8.48,1,1
115,7.42,1,5
103,9.38,7,1
120,10.08,6,3
106,7.48,4,0
116,7.39,5,1
106,7.26,5,0
120,8.99,9,2
107,8.06,5,4
98,5.57,2,2
134,7.71,7,2
113,4.94,10,1
108,8.93,9,2
80,6.27,7,1
80,6.87,8,4
104,8.77,10,4
102,5.34,3,2
90,6.0,9,1
102,7.32,7,3
123,6.58,10,3
110,6.6,4,0
82,10.23,10,0
98,8.7,7,5
87,8.98,3,0
94,9.31,10,2
93,6.65,7,1
92,6.2,3,0
81,5.96,2,1
98,9.3,1,2
91,8.26,6,1
56,6.24,3,5
130,6.79,10,1
116,7.2,2,2
94,7.21,3,5
100,9.18,8,3
82,6.46,3,1
125,9.66,4,1
128,7.51,2,4
102,8.57,8,4
115,9.54,6,5
102,9.86,9,0
79,5.0,8,0
93,5.65,4,2
101,7.38,8,2
93,7.31,1,4
96,8.3,9,4
98,9.93,5,0
98,5.12,4,4
100,7.19,5,1
84,5.7,1,1
89,9.73,2,4
80,10.19,2,2
114,7.17,9,0
68,5.12,6,1
117,8.68,3,5
120,8.09,4,2
95,6.59,1,5
60,9.48,7,4
94,10.35,7,5
99,7.69,8,0
84,7.55,1,0
92,6.16,9,2
122,7.59,2,2
109,6.89,1,2
86,6.77,1,5
76,4.9,8,4
95,6.76,3,4
96,6.01,6,2
107,7.75,6,4
91,7.87,2,0
107,8.23,2,3
129,6.91,1,4
112,6.94,9,0
99,8.94,1,3
97,7.81,6,3
94,9.73,9,2
117,7.14,6,5
90,8.1,6,2
100,4.84,4,0
100,7.96,5,2
92,8.95,1,3
79,9.9,3,0
104,9.9,6,0
99,6.69,2,5
107,8.09,1,5
91,6.94,1,0
118,7.88,1,5
86,6.03,10,5
125,9.41,10,2
73,9.65,1,5
106,7.49,6,2
107,5.96,10,2
88,5.93,4,4
106,8.19,4,5
119,6.63,4,5
66,9.29,8,4
107,8.7,7,4
62,8.21,5,0
85,7.94,7,2
124,5.52,8,4
91,10.06,10,0
82,8.37,8,3
97,9.62,7,4
131,8.04,7,0
72,8.67,9,1
84,5.39,5,4
122,8.58,8,3
127,8.57,2,0
98,8.63,8,5
81,8.86,1,5
131,6.38,9,4
123,9.83,1,4
110,10.11,8,1
87,5.33,3,0
99,9.79,4,0
97,6.77,10,0
104,8.13,7,2
121,6.89,10,5
113,10.13,3,1
83,5.46,9,5
120,7.31,3,0
104,6.65,8,1
110,6.93,8,2
121,8.06,3,0
83,5.52,3,1
99,8.42,10,1
92,9.9,5,2
76,9.22,8,1
105,9.57,6,2
137,6.69,5,4
72,6.78,5,1
99,7.81,6,2
109,5.03,8,5
101,9.33,6,3
98,6.11,7,0
80,9.7,9,0
103,5.57,7,0
88,8.67,9,2
67,6.08,10,2
117,5.26,1,0
114,8.95,3,2
100,6.87,6,5
103,9.03,3,1
116,8.14,2,1
103,5.05,5,1
113,10.05,1,4
95,6.84,5,0
119,9.02,8,3
104,7.29,9,0
102,8.13,10,1
80,6.05,6,0
104,6.27,4,4
87,7.32,3,1
90,7.11,8,4
87,7.27,2,4
84,8.56,8,4
131,7.96,7,1
119,5.13,2,4
128,6.23,2,4
81,7.23,2,3
101,5.95,1,0
80,6.34,7,3
89,4.98,8,0
86,9.84,7,1
118,9.16,4,3
94,5.16,9,2
116,5.16,2,1
109,8.5,5,1
134,7.47,2,0
77,9.3,3,0
118,9.46,2,4
117,8.16,8,2
85,5.99,10,5
115,8.69,6,1
105,9.55,5,1
96,7.94,5,3
87,8.06,9,0
89,7.0,2,3
130,6.48,1,0
100,8.26,6,0
111,9.48,8,3
88,7.76,8,3
88,8.93,6,3
116,5.76,3,5
79,6.28,3,0
93,8.11,2,2
100,6.13,2,3
101,7.85,2,0
97,6.9,7,3
105,8.85,10,5
110,9.01,9,2
111,7.24,10,2
85,5.68,7,4
95,8.63,8,4
117,9.79,5,2
113,8.19,2,3
79,4.92,8,4
105,5.39,5,5
70,6.87,9,0
100,5.78,6,2
128,9.25,7,3
85,9.42,1,5
87,6.35,8,0
111,6.73,7,2
76,6.25,7,2
90,9.12,7,3
108,7.68,7,3
90,8.25,1,1
96,7.02,9,3
111,8.52,7,0
106,6.45,7,4
104,6.45,1,3
94,7.79,6,3
105,7.5,10,4
98,6.25,8,4
106,6.24,5,5
92,6.61,1,2
97,7.24,5,2
85,7.76,2,4
99,9.67,2,4
87,5.66,4,4
83,6.01,4,0
103,6.32,10,5
103,8.01,7,1
111,7.24,9,0
93,8.46,2,1
106,6.38,8,2
108,8.31,8,4
106,9.09,8,0
87,9.5,9,5
102,9.61,9,4
105,8.65,10,5
100,9.89,7,5
68,6.09,5,4
102,5.83,7,4
133,5.13,7,0
94,8.25,10,4
89,9.42,10,2
105,5.95,7,1
104,8.09,8,5
117,8.52,2,3
81,9.19,4,2
110,8.25,9,1
108,10.17,4,3
97,7.07,2,4
105,6.49,7,2
115,7.82,6,5
113,7.28,4,5
82,4.92,8,3
112,9.09,6,3
99,9.16,8,3
101,8.44,4,4
101,6.49,2,1
97,7.29,6,1
117,6.5,9,2
98,5.49,9,4
83,8.24,9,1
94,5.17,3,2
102,5.49,3,1
118,8.84,10,0
109,4.94,3,4
87,9.93,5,0
137,8.03,5,1
103,9.59,5,1
119,4.91,8,0
97,7.45,10,4
108,6.61,8,2
112,9.06,8,3
118,6.74,9,5
115,6.3,10,0
113,9.55,6,5
95,6.76,2,4
91,4.91,9,4
104,7.28,6,5
113,8.62,1,3
96,6.0,5,2
115,6.97,7,2
121,5.61,1,1
86,7.52,7,1
87,8.61,5,5
97,7.02,5,0
104,6.79,2,5
92,5.12,4,2
120,5.93,9,0
106,6.02,2,1
100,7.75,9,0
78,8.13,8,3
80,9.31,4,5
104,5.09,2,0
68,8.26,6,1
115,7.67,7,1
97,7.41,2,3
148,9.08,8,3
134,5.81,9,2
97,5.13,5,3
98,8.04,6,3
114,7.19,6,2
125,4.7,10,3
75,6.75,2,4
73,6.89,1,4
90,8.0,5,4
108,6.1,6,3
107,7.24,1,1
116,7.12,8,1
82,7.14,5,2
65,9.88,5,1
112,5.37,8,1
87,9.79,8,2
69,7.88,9,4
102,8.92,4,2
111,7.15,3,1
98,7.2,10,1
93,9.44,2,2
97,9.87,1,3
94,6.32,10,1
79,6.22,5,1
89,7.58,6,2
107,9.64,8,5
104,6.69,6,1
102,7.79,2,5
85,9.04,8,3
97,8.42,5,3
67,7.72,3,2
102,6.62,6,0
121,9.44,6,4
77,8.35,3,3
91,8.57,7,3
104,7.02,7,4
118,8.12,7,2
93,6.05,8,1
89,5.98,7,2
70,8.69,4,0
101,7.92,5,5
130,8.37,4,0
104,6.23,2,4
99,8.46,7,5
104,6.84,3,0
99,7.97,1,0
87,6.36,1,4
112,8.18,9,4
103,8.8,3,4
100,5.83,7,4
85,6.88,9,4
119,8.42,7,3
109,8.8,8,5
91,8.54,6,5
115,8.51,3,1
92,7.16,1,4
88,7.38,10,1
88,5.86,8,0
73,5.61,6,3
107,8.67,2,4
72,5.93,10,5
81,10.17,8,3
68,9.27,4,2
98,8.98,10,1
97,9.15,9,5
95,7.49,9,5
84,9.16,9,5
82,5.48,4,4
106,5.54,6,1
91,8.52,4,1
104,5.6,10,2
86,10.07,10,1
102,7.96,5,0
119,8.61,7,1
108,5.88,7,2
93,8.47,10,2
103,5.2,6,5
96,8.69,10,4
100,6.33,4,0
95,8.34,5,1
97,5.88,5,5
103,5.06,9,2
85,7.07,6,2
84,6.35,4,1
79,8.45,6,1
75,6.1,7,4
81,7.08,7,4
102,7.98,10,0
86,6.29,3,4
107,7.29,6,4
100,9.33,7,3
70,5.63,1,1
109,5.55,4,4
112,7.06,7,3
85,7.12,10,3
106,7.94,1,5
87,7.33,8,4
101,9.14,6,2
81,4.8,6,4
73,6.9,3,4
94,7.01,6,1
98,8.02,4,2
94,10.29,9,5
82,7.46,4,0
94,9.89,6,4
104,6.71,6,4
99,5.17,1,1
102,5.71,4,0
89,6.56,9,3
117,6.68,10,2
82,5.86,6,0
107,7.35,4,5
117,6.57,7,4
107,5.24,10,3
96,6.8,7,1
92,9.87,5,4
115,6.4,4,1
78,8.8,4,2
85,7.97,7,1
94,7.14,6,0
118,6.54,4,0
105,6.43,3,2
85,7.99,2,2
95,6.46,4,2
90,5.91,7,0
89,5.72,2,4
114,8.93,9,0
79,7.29,9,5
124,7.91,6,1
112,7.62,9,2
116,9.0,1,3
93,7.97,6,0
97,7.55,3,3
78,10.09,6,4
92,9.01,5,0
107,5.34,5,4
119,5.42,1,4
83,9.1,5,0
94,9.28,6,0
97,7.26,1,4
79,7.39,10,5
108,8.24,7,5
89,7.61,1,2
97,8.81,7,0
93,5.19,9,5
88,9.69,7,4
99,8.29,10,1
96,8.13,5,3
94,6.83,3,1
89,6.09,7,0
104,7.05,6,0
124,7.91,8,0
102,8.05,8,0
114,7.34,10,5
79,7.8,6,1
102,8.89,7,2
83,5.38,3,5
77,7.48,4,5
88,9.2,7,4
117,7.62,6,4
114,8.27,3,4
103,7.55,10,3
77,10.39,7,0
97,5.54,3,5
104,7.79,10,1
102,5.09,8,1
72,6.09,7,1
86,6.85,4,2
99,5.3,1,0
108,9.38,6,4
67,9.91,5,4
97,6.55,9,0
102,8.57,10,5
112,7.9,6,4
110,8.6,1,5
108,8.33,3,4
88,4.69,2,0
71,8.74,3,1
94,8.85,1,5
115,7.92,2,3
120,9.47,8,5
110,9.85,3,5
106,7.9,9,5
105,7.95,4,0
91,9.98,2,4
98,6.69,7,4
125,6.15,9,3
85,6.3,5,3
124,9.75,1,5
95,8.47,9,3
119,6.01,9,0
78,9.59,7,1
108,9.06,1,3
88,9.07,4,5
78,5.5,1,2
103,7.48,3,5
115,8.73,7,1
87,7.37,1,3
77,8.1,8,4
98,8.69,10,0
98,7.24,4,4
108,9.04,4,4
114,6.0,1,0
99,6.67,5,1
127,5.62,8,4
103,6.43,8,1
94,7.29,7,0
75,8.73,7,3
96,8.51,8,4
94,7.41,8,4
114,7.77,1,0
106,4.98,2,0
82,5.89,10,3
102,8.05,8,0
110,8.63,1,2
122,8.73,9,2
113,7.45,9,5
111,8.57,10,5
100,8.88,2,0
105,10.06,6,3
118,6.41,4,2
80,7.36,10,4
94,8.1,7,3
88,9.63,2,0
105,5.81,10,2
118,7.74,1,3
91,6.96,9,5
64,7.17,9,4
93,6.19,9,0
113,5.31,5,1
108,7.44,3,2
106,6.68,6,4
95,6.12,10,3
80,6.17,1,2
107,5.51,10,5
87,9.83,8,2
132,8.24,10,0
108,8.79,4,4
91,7.45,2,2
90,9.11,4,2
98,7.32,1,4
96,7.57,10,3
116,7.84,10,0
102,8.87,8,2
89,7.36,6,5
128,5.87,1,4
100,5.52,1,1
111,7.67,2,5
90,7.58,7,5
105,5.64,2,3
104,7.42,3,0
71,8.02,9,1
130,9.29,1,3
119,4.89,9,2
94,6.6,6,0
83,9.12,9,3
105,8.24,10,3
101,6.55,8,5
105,9.69,7,3
102,7.86,10,3
107,7.1,7,1
121,9.65,6,0
108,10.07,8,2
84,7.11,9,0
120,5.48,8,5
124,6.86,9,1
147,5.32,5,0
83,5.07,3,1
103,6.68,4,1
68,10.1,4,1
108,9.54,9,1
91,7.23,9,3
128,8.03,1,0
88,5.27,5,4
74,6.47,2,1
92,4.84,5,1
70,9.26,5,0
111,5.38,3,3
69,9.45,4,2
100,8.38,7,1
68,6.07,10,3
95,5.77,4,5
124,8.53,3,3
105,9.65,10,4
87,8.59,4,1
99,6.37,2,3
100,7.45,1,4
107,6.17,5,3
79,10.46,9,5
108,9.0,9,5
59,8.54,1,4
90,6.66,1,5
92,8.27,8,4
109,6.25,7,5
100,5.42,7,4
78,6.86,9,3
85,9.25,5,2
102,8.2,8,0
98,5.2,7,4
91,9.58,2,5
92,6.5,2,1
110,6.43,4,0
92,6.98,1,2
98,7.78,10,0
132,7.69,5,0
78,7.76,5,2
72,8.67,1,1
111,6.12,5,4
89,9.25,4,3
95,5.43,10,1
88,8.58,5,5
96,7.92,4,1
123,8.0,9,4
112,6.94,9,1
112,7.9,3,5
78,5.34,3,1
82,9.01,3,5
57,4.91,7,0
87,5.9,1,0
114,7.61,4,2
107,8.22,9,5
96,5.3,8,2
99,9.41,3,2
89,9.69,8,3
103,7.98,6,4
111,7.58,10,3
75,8.83,3,3
104,7.08,9,2
113,7.49,10,4
93,9.55,7,3
110,9.49,8,0
142,9.9,10,3
98,5.95,2,0
105,6.15,3,3
88,6.41,7,5
102,7.37,2,5
106,6.99,6,4
102,7.32,7,5
84,7.77,6,0
103,8.57,5,5
121,8.99,9,0
106,9.09,3,2
114,5.11,5,0
96,5.45,5,5
111,9.05,8,3
104,8.14,8,3
85,7.97,1,2
104,5.23,6,1
85,6.32,6,0
90,8.5,10,0
102,9.41,2,0
104,9.73,5,3
82,7.97,6,4
115,7.85,3,4
108,9.05,1,4
89,7.88,9,2
76,7.74,2,2
97,9.04,4,3
93,8.92,9,4
101,9.79,9,1
94,6.09,8,5
69,7.9,4,0
94,9.16,1,4
95,6.04,7,1
109,8.76,2,0
89,5.5,8,0
125,8.97,10,2
71,8.1,10,1
119,5.82,2,4
96,7.11,10,4
112,8.58,3,3
101,8.05,6,1
117,7.27,4,0
94,9.78,2,5
83,7.86,1,2
121,7.41,3,3
98,5.38,4,2
103,9.56,9,0
118,6.26,9,0
84,8.02,5,5
108,8.86,5,2
91,5.67,7,3
98,7.31,8,0
101,6.07,3,4
77,8.86,5,4
88,7.98,7,4
120,9.11,2,5
113,9.64,9,3
99,8.68,3,3
103,8.78,7,1
95,7.41,9,1
120,7.0,9,5
96,8.28,3,5
103,9.91,2,4
117,6.93,5,5
88,6.49,5,2
123,7.04,8,2
77,7.2,6,4
124,5.59,7,1
94,7.03,8,3
96,7.53,9,2
71,7.56,4,3
93,6.63,5,4
84,8.23,4,3
90,9.05,9,2
97,9.59,2,5
114,8.12,8,1
103,5.36,7,2
104,9.44,7,0
83,8.61,8,3
86,6.33,1,3
126,5.49,1,3
88,5.68,7,4
124,5.45,2,4
96,5.72,4,2
100,9.18,6,1
116,7.98,5,0
119,8.83,5,1
98,9.63,6,5
94,8.89,10,1
99,9.78,7,0
105,10.3,2,4
113,6.87,4,3
100,9.73,7,4
109,8.18,5,3
124,5.47,10,3
105,8.49,9,4
104,8.13,6,1
77,9.83,4,3
60,6.4,10,4
105,8.23,4,1
98,4.59,3,0
92,6.82,6,3
103,4.89,8,1
99,7.36,1,3
116,9.31,2,5
101,5.81,4,1
88,7.65,7,0
114,6.44,2,3
96,5.15,10,4
107,7.86,8,5
92,4.97,3,5
90,7.57,2,5
101,4.78,7,1
100,6.02,10,0
107,7.43,9,3
95,8.36,4,0
72,5.63,2,0
93,7.75,9,3
111,9.32,10,3
95,8.89,5,1
96,5.55,10,5
114,7.62,7,4
89,8.29,10,5
76,5.46,5,5
97,9.56,5,0
92,9.26,6,5
85,8.92,5,3
97,9.54,8,0
107,8.26,4,5
99,8.4,3,1
104,7.94,3,1
127,9.37,2,1
94,8.72,8,4
104,6.44,7,2
92,6.45,6,2
87,9.47,2,5
91,4.89,2,2
92,8.41,10,4
105,9.93,1,4
135,8.24,10,0
89,9.83,2,0
93,8.72,9,1
